Date,TeamA,TeamB,ScoreA,ScoreB,Tournament,Location,RatingChangeA,RatingChangeB,NewRatingA,NewRatingB
2023-02-26,Malawi,Lesotho,0,1,Friendly,Malawi,-14,+14,1277,1242
2023-02-26,Grenada,Barbados,2,2,Friendly,Grenada,-5,+5,1119,1023
2023-03-03,Grenada,Saint Lucia,1,2,Friendly,Grenada,-15,+15,1104,1065
2023-03-03,Bahamas,Turks and Caicos Islands,1,2,Friendly,the Bahamas,-16,+16,845,746
2023-03-04,Saint Barthélemy,Sint Maarten,5,1,Friendly,Saint Barthélemy,+17,-17,730,760
2023-03-04,Bahamas,Turks and Caicos Islands,2,0,Friendly,the Bahamas,+7,-7,852,739
2023-03-04,Anguilla,Saint Martin,2,2,Friendly,Anguilla,+3,-3,619,835
2023-03-05,Grenada,Saint Lucia,2,0,Friendly,Grenada,+9,-9,1113,1056
2023-03-10,Saint Martin,Saint Barthélemy,3,2,Friendly,Saint Martin,+5,-5,840,725
2023-03-11,Jamaica,Trinidad and Tobago,0,1,Friendly,Jamaica,-17,+17,1540,1357
2023-03-12,Guatemala,Panama,1,1,Friendly,the United States,+5,-5,1455,1641
2023-03-14,Jamaica,Trinidad and Tobago,0,0,Friendly,Jamaica,-7,+7,1533,1364
2023-03-15,Bangladesh,Malawi,1,1,Friendly,Saudi Arabia,+8,-8,852,1269
2023-03-16,Lesotho,Eswatini,0,0,Friendly,Lesotho,-1,+1,1241,1299
2023-03-19,Ethiopia,Rwanda,1,0,Friendly,Ethiopia,+5,-5,1357,1274
2023-03-20,Tahiti,New Caledonia,0,2,Friendly,Tahiti,-19,+19,1139,1191
2023-03-20,Fiji,Vanuatu,1,2,Friendly tournament,Fiji,-23,+23,1226,1149
2023-03-21,Maldives,Pakistan,1,0,Friendly,the Maldives,+6,-6,933,864
2023-03-22,Nepal,Laos,2,0,Friendly tournament,Nepal,+5,-5,938,654
2023-03-22,India,Myanmar,1,0,Friendly tournament,India,+2,-2,1219,892
2023-03-22,São Tomé and Príncipe,Sierra Leone,2,2,African Nations Cup qualifier,Morocco,+13,-13,1084,1324
2023-03-22,Benin,Rwanda,1,1,African Nations Cup qualifier,Benin,-11,+11,1381,1285
2023-03-22,Ireland,Latvia,3,2,Friendly,Ireland,+2,-2,1678,1350
2023-03-22,Honduras,El Salvador,1,0,Friendly,the United States,+10,-10,1482,1474
2023-03-23,Tahiti,New Caledonia,2,1,Friendly,Tahiti,+9,-9,1148,1182
2023-03-23,Solomon Islands,Vanuatu,2,0,Friendly tournament,Fiji,+19,-19,1227,1130
2023-03-23,New Zealand,China,0,0,Friendly,New Zealand,-4,+4,1523,1472
2023-03-23,Malaysia,Turkmenistan,1,0,Friendly,Malaysia,+7,-7,1246,1242
2023-03-23,Iran,Russia,1,1,Friendly,Iran,-3,+3,1776,1756
2023-03-23,Hungary,Estonia,1,0,Friendly,Hungary,+1,-1,1826,1448
2023-03-23,Hong Kong,Singapore,1,1,Friendly,Hong Kong,-3,+3,1136,1131
2023-03-23,Argentina,Panama,2,0,Friendly,Argentina,+1,-1,2144,1640
2023-03-23,Zambia,Lesotho,3,1,African Nations Cup qualifier,Zambia,+8,-8,1473,1233
2023-03-23,Madagascar,Central African Republic,0,3,African Nations Cup qualifier,Madagascar,-48,+48,1255,1313
2023-03-23,Ghana,Angola,1,0,African Nations Cup qualifier,Ghana,+6,-6,1602,1401
2023-03-23,Gabon,Sudan,1,0,African Nations Cup qualifier,Gabon,+6,-6,1496,1299
2023-03-23,Congo,South Sudan,1,2,African Nations Cup qualifier,Congo,-34,+34,1267,1138
2023-03-23,Algeria,Niger,2,1,African Nations Cup qualifier,Algeria,+2,-2,1709,1242
2023-03-23,Slovakia,Luxembourg,0,0,European Championship qualifier,Slovakia,-12,+12,1568,1455
2023-03-23,San Marino,Northern Ireland,0,2,European Championship qualifier,San Marino,-1,+1,783,1542
2023-03-23,Portugal,Liechtenstein,4,0,European Championship qualifier,Portugal,0,0,1998,978
2023-03-23,North Macedonia,Malta,2,1,European Championship qualifier,North Macedonia,+4,-4,1538,1256
2023-03-23,Kazakhstan,Slovenia,1,2,European Championship qualifier,Kazakhstan,-11,+11,1380,1677
2023-03-23,Italy,England,1,2,European Championship qualifier,Italy,-26,+26,1947,1993
2023-03-23,Denmark,Finland,3,1,European Championship qualifier,Denmark,+8,-8,1891,1653
2023-03-23,Bosnia and Herzegovina,Iceland,3,0,European Championship qualifier,Bosnia and Herzegovina,+18,-18,1634,1517
2023-03-23,Saint Kitts and Nevis,Saint Martin,3,1,CONCACAF Nations League C,Anguilla,+8,-8,1185,832
2023-03-23,British Virgin Islands,Puerto Rico,1,3,CONCACAF Nations League C,the British Virgin Islands,-6,+6,608,1093
2023-03-23,Guadeloupe,Antigua and Barbuda,0,1,CONCACAF Nations League B,Guadeloupe,-28,+28,1188,1193
2023-03-23,French Guiana,Dominican Republic,1,1,CONCACAF Nations League B,French Guiana,-13,+13,1322,1189
2023-03-23,Barbados,Cuba,0,1,CONCACAF Nations League B,Barbados,-9,+9,1014,1336
2023-03-23,Suriname,Mexico,0,2,CONCACAF Nations League A,Suriname,-6,+6,1315,1819
2023-03-24,Uzbekistan,Bolivia,1,0,Friendly,Saudi Arabia,+11,-11,1585,1607
2023-03-24,South Korea,Colombia,2,2,Friendly,South Korea,+1,-1,1789,1918
2023-03-24,Saudi Arabia,Venezuela,1,2,Friendly,Saudi Arabia,-10,+10,1584,1695
2023-03-24,Kuwait,Philippines,2,0,Friendly,Kuwait,+3,-3,1345,1044
2023-03-24,Japan,Uruguay,1,1,Friendly,Japan,-1,+1,1849,1906
2023-03-24,Australia,Ecuador,3,1,Friendly,Australia,+14,-14,1786,1828
2023-03-24,Tunisia,Libya,3,0,African Nations Cup qualifier,Tunisia,+4,-4,1751,1348
2023-03-24,Tanzania,Uganda,1,0,African Nations Cup qualifier,Egypt,+24,-24,1339,1370
2023-03-24,South Africa,Liberia,2,2,African Nations Cup qualifier,South Africa,-15,+15,1528,1326
2023-03-24,Senegal,Mozambique,5,1,African Nations Cup qualifier,Senegal,+3,-3,1750,1319
2023-03-24,Nigeria,Guinea-Bissau,0,1,African Nations Cup qualifier,Nigeria,-35,+35,1595,1418
2023-03-24,Mali,Gambia,2,0,African Nations Cup qualifier,Mali,+9,-9,1629,1415
2023-03-24,Ivory Coast,Comoros,3,1,African Nations Cup qualifier,Ivory Coast,+3,-3,1673,1244
2023-03-24,Guinea,Ethiopia,2,0,African Nations Cup qualifier,Morocco,+28,-28,1414,1329
2023-03-24,Equatorial Guinea,Botswana,2,0,African Nations Cup qualifier,Equatorial Guinea,+16,-16,1449,1348
2023-03-24,Egypt,Malawi,2,0,African Nations Cup qualifier,Egypt,+3,-3,1665,1266
2023-03-24,Democratic Republic of Congo,Mauritania,3,1,African Nations Cup qualifier,the Democratic Republic of the Congo,+17,-17,1475,1375
2023-03-24,Cape Verde,Eswatini,0,0,African Nations Cup qualifier,Cape Verde,-14,+14,1470,1313
2023-03-24,Cameroon,Namibia,1,1,African Nations Cup qualifier,Cameroon,-17,+17,1662,1386
2023-03-24,Burkina Faso,Togo,1,0,African Nations Cup qualifier,Morocco,+6,-6,1610,1313
2023-03-24,Sweden,Belgium,0,3,European Championship qualifier,Sweden,-28,+28,1746,1976
2023-03-24,Serbia,Lithuania,2,0,European Championship qualifier,Serbia,+1,-1,1848,1247
2023-03-24,Moldova,Faroe Islands,1,1,European Championship qualifier,Moldova,-1,+1,1232,1310
2023-03-24,Gibraltar,Greece,0,3,European Championship qualifier,Portugal,-2,+2,1068,1692
2023-03-24,France,Netherlands,4,0,European Championship qualifier,France,+26,-26,2108,2048
2023-03-24,Czechia,Poland,3,1,European Championship qualifier,Czechia,+23,-23,1802,1779
2023-03-24,Bulgaria,Montenegro,0,1,European Championship qualifier,Bulgaria,-25,+25,1497,1565
2023-03-24,Austria,Azerbaijan,4,1,European Championship qualifier,Austria,+5,-5,1756,1418
2023-03-24,Anguilla,Saint Lucia,1,2,CONCACAF Nations League C,Anguilla,-5,+5,614,1061
2023-03-24,Nicaragua,Saint Vincent and the Grenadines,4,1,CONCACAF Nations League B,Nicaragua,+11,-11,1269,1053
2023-03-24,Belize,Guatemala,1,2,CONCACAF Nations League B,Belize,-7,+7,1069,1462
2023-03-24,Bahamas,Trinidad and Tobago,0,3,CONCACAF Nations League B,the Bahamas,-6,+6,846,1370
2023-03-24,Grenada,United States,1,7,CONCACAF Nations League A,Grenada,-3,+3,1110,1810
2023-03-25,United Arab Emirates,Tajikistan,0,0,Friendly,the United Arab Emirates,-6,+6,1444,1331
2023-03-25,Syria,Thailand,3,1,Friendly,the United Arab Emirates,+14,-14,1426,1386
2023-03-25,Morocco,Brazil,2,1,Friendly,Morocco,+14,-14,1881,2120
2023-03-25,Laos,Bhutan,2,1,Friendly tournament,Nepal,+11,-11,665,552
2023-03-25,Kyrgyzstan,Myanmar,1,1,Friendly tournament,India,-12,+12,1252,904
2023-03-25,Indonesia,Burundi,3,1,Friendly,Indonesia,+10,-10,1285,1246
2023-03-25,Germany,Peru,2,0,Friendly,Germany,+7,-7,1963,1844
2023-03-25,Georgia,Mongolia,6,1,Friendly,Georgia,0,0,1652,804
2023-03-25,Bangladesh,Seychelles,1,0,Friendly,Bangladesh,+8,-8,860,876
2023-03-25,Bahrain,Palestine,1,2,Friendly,Bahrain,-15,+15,1496,1445
2023-03-25,Spain,Norway,3,0,European Championship qualifier,Spain,+9,-9,2005,1744
2023-03-25,Scotland,Cyprus,3,0,European Championship qualifier,Scotland,+4,-4,1756,1352
2023-03-25,Israel,Kosovo,1,1,European Championship qualifier,Israel,-11,+11,1609,1519
2023-03-25,Belarus,Switzerland,0,5,European Championship qualifier,Serbia,-5,+5,1410,1884
2023-03-25,Croatia,Wales,1,1,European Championship qualifier,Croatia,-15,+15,1936,1732
2023-03-25,Armenia,Turkey,1,2,European Championship qualifier,Armenia,-11,+11,1441,1723
2023-03-25,Andorra,Romania,0,2,European Championship qualifier,Andorra,-5,+5,1103,1615
2023-03-25,Turks and Caicos Islands,US Virgin Islands,1,0,CONCACAF Nations League C,Turks and Caicos Islands,+11,-11,750,650
2023-03-25,Sint Maarten,Bonaire,6,1,CONCACAF Nations League C,the US Virgin Islands,+62,-62,822,910
2023-03-25,Montserrat,Haiti,0,4,CONCACAF Nations League B,Montserrat,-5,+5,960,1541
2023-03-25,Bermuda,Guyana,0,2,CONCACAF Nations League B,Bermuda,-40,+40,1165,1223
2023-03-25,Martinique,Costa Rica,1,2,CONCACAF Nations League A,Martinique,-8,+8,1392,1746
2023-03-25,Curaçao,Canada,0,2,CONCACAF Nations League A,Curaçao,-12,+12,1352,1724
2023-03-26,Russia,Iraq,2,0,Friendly,Russia,+6,-6,1762,1619
2023-03-26,New Zealand,China,2,1,Friendly,New Zealand,+6,-6,1529,1466
2023-03-26,Macao,Singapore,0,1,Friendly,Macao,-3,+3,694,1134
2023-03-26,Fiji,Solomon Islands,0,2,Friendly tournament,Fiji,-29,+29,1197,1256
2023-03-26,Sierra Leone,São Tomé and Príncipe,2,0,African Nations Cup qualifier,Morocco,+12,-12,1336,1072
2023-03-26,Lesotho,Zambia,0,2,African Nations Cup qualifier,South Africa,-12,+12,1221,1485
2023-03-26,Slovenia,San Marino,2,0,European Championship qualifier,Slovenia,0,0,1677,783
2023-03-26,Slovakia,Bosnia and Herzegovina,2,0,European Championship qualifier,Slovakia,+27,-27,1595,1607
2023-03-26,Northern Ireland,Finland,0,1,European Championship qualifier,Northern Ireland,-19,+19,1523,1672
2023-03-26,Malta,Italy,0,2,European Championship qualifier,Malta,-2,+2,1254,1949
2023-03-26,Luxembourg,Portugal,0,6,European Championship qualifier,Luxembourg,-6,+6,1449,2004
2023-03-26,Liechtenstein,Iceland,0,7,European Championship qualifier,Liechtenstein,-7,+7,971,1524
2023-03-26,Kazakhstan,Denmark,3,2,European Championship qualifier,Kazakhstan,+37,-37,1417,1854
2023-03-26,England,Ukraine,2,0,European Championship qualifier,England,+10,-10,2003,1812
2023-03-26,Puerto Rico,Cayman Islands,5,1,CONCACAF Nations League C,Puerto Rico,+9,-9,1102,831
2023-03-26,Cuba,Guadeloupe,1,0,CONCACAF Nations League B,Cuba,+8,-8,1344,1180
2023-03-26,Antigua and Barbuda,Barbados,1,2,CONCACAF Nations League B,Antigua and Barbuda,-33,+33,1160,1047
2023-03-26,Mexico,Jamaica,2,2,CONCACAF Nations League A,Mexico,-16,+16,1803,1549
2023-03-27,Oman,Lebanon,2,0,Friendly,Oman,+3,-3,1600,1313
2023-03-27,North Macedonia,Faroe Islands,1,0,Friendly,North Macedonia,+3,-3,1541,1307
2023-03-27,Greece,Lithuania,0,0,Friendly,Greece,-9,+9,1683,1256
2023-03-27,Chile,Paraguay,3,2,Friendly,Chile,+8,-8,1705,1718
2023-03-27,Sudan,Gabon,1,0,African Nations Cup qualifier,Sudan,+25,-25,1324,1471
2023-03-27,Guinea-Bissau,Nigeria,0,1,African Nations Cup qualifier,Guinea-Bissau,-16,+16,1402,1611
2023-03-27,Guinea,Ethiopia,3,2,African Nations Cup qualifier,Morocco,+15,-15,1429,1314
2023-03-27,Congo,South Sudan,1,0,African Nations Cup qualifier,Tanzania,+13,-13,1280,1125
2023-03-27,Central African Republic,Madagascar,2,0,African Nations Cup qualifier,Cameroon,+25,-25,1338,1230
2023-03-27,Angola,Ghana,1,1,African Nations Cup qualifier,Angola,+6,-6,1407,1596
2023-03-27,Algeria,Niger,1,0,African Nations Cup qualifier,Tunisia,+3,-3,1712,1239
2023-03-27,Sweden,Azerbaijan,5,0,European Championship qualifier,Sweden,+6,-6,1752,1412
2023-03-27,Poland,Albania,1,0,European Championship qualifier,Poland,+5,-5,1784,1538
2023-03-27,Netherlands,Gibraltar,3,0,European Championship qualifier,the Netherlands,0,0,2048,1068
2023-03-27,Montenegro,Serbia,0,2,European Championship qualifier,Montenegro,-16,+16,1549,1864
2023-03-27,Moldova,Czechia,0,0,European Championship qualifier,Moldova,+17,-17,1249,1785
2023-03-27,Ireland,France,0,1,European Championship qualifier,Ireland,-5,+5,1673,2113
2023-03-27,Hungary,Bulgaria,3,0,European Championship qualifier,Hungary,+5,-5,1831,1492
2023-03-27,Austria,Estonia,2,1,European Championship qualifier,Austria,+3,-3,1759,1445
2023-03-27,Saint Lucia,Dominica,3,1,CONCACAF Nations League C,Saint Lucia,+16,-16,1077,974
2023-03-27,Saint Kitts and Nevis,Aruba,2,0,CONCACAF Nations League C,Saint Kitts and Nevis,+8,-8,1193,951
2023-03-27,Trinidad and Tobago,Nicaragua,1,1,CONCACAF Nations League B,Trinidad and Tobago,-10,+10,1360,1279
2023-03-27,Saint Vincent and the Grenadines,Bahamas,1,1,CONCACAF Nations League B,Saint Vincent and the Grenadines,-14,+14,1039,860
2023-03-27,Guatemala,French Guiana,4,0,CONCACAF Nations League B,Guatemala,+15,-15,1477,1307
2023-03-27,Dominican Republic,Belize,2,0,CONCACAF Nations League B,the Dominican Republic,+13,-13,1202,1056
2023-03-27,United States,El Salvador,1,0,CONCACAF Nations League A,the United States,+3,-3,1813,1471
2023-03-28,Uzbekistan,Venezuela,1,1,Friendly,Saudi Arabia,+3,-3,1588,1692
2023-03-28,United Arab Emirates,Thailand,2,0,Friendly,the United Arab Emirates,+9,-9,1453,1377
2023-03-28,South Korea,Uruguay,1,2,Friendly,South Korea,-10,+10,1779,1916
2023-03-28,Saudi Arabia,Bolivia,1,2,Friendly,Saudi Arabia,-12,+12,1572,1619
2023-03-28,Nepal,Bhutan,1,1,Friendly tournament,Nepal,-13,+13,925,565
2023-03-28,Morocco,Peru,0,0,Friendly,Spain,-1,+1,1880,1845
2023-03-28,Malaysia,Hong Kong,2,0,Friendly,Malaysia,+7,-7,1253,1129
2023-03-28,Kuwait,Tajikistan,2,1,Friendly,Kuwait,+7,-7,1352,1324
2023-03-28,Jordan,Philippines,4,0,Friendly,Qatar,+2,-2,1592,1042
2023-03-28,Japan,Colombia,1,2,Friendly,Japan,-11,+11,1838,1929
2023-03-28,Iran,Kenya,2,1,Friendly,Iran,+1,-1,1777,1374
2023-03-28,Indonesia,Burundi,2,2,Friendly,Indonesia,-4,+4,1281,1250
2023-03-28,India,Kyrgyzstan,2,0,Friendly tournament,India,+18,-18,1237,1234
2023-03-28,Germany,Belgium,2,3,Friendly,Germany,-12,+12,1951,1988
2023-03-28,Bangladesh,Seychelles,0,1,Friendly,Bangladesh,-12,+12,848,888
2023-03-28,Bahrain,Syria,1,0,Friendly,Bahrain,+5,-5,1501,1421
2023-03-28,Australia,Ecuador,1,2,Friendly,Australia,-12,+12,1774,1840
2023-03-28,Armenia,Cyprus,2,2,Friendly,Armenia,-5,+5,1436,1357
2023-03-28,Argentina,Curaçao,7,0,Friendly,Argentina,0,0,2144,1352
2023-03-28,Togo,Burkina Faso,1,1,African Nations Cup qualifier,Togo,+10,-10,1323,1600
2023-03-28,Tanzania,Uganda,0,1,African Nations Cup qualifier,Tanzania,-24,+24,1315,1394
2023-03-28,Namibia,Cameroon,2,1,African Nations Cup qualifier,South Africa,+33,-33,1419,1629
2023-03-28,Mozambique,Senegal,0,1,African Nations Cup qualifier,Mozambique,-5,+5,1314,1755
2023-03-28,Mauritania,Democratic Republic of Congo,1,1,African Nations Cup qualifier,Mauritania,0,0,1375,1475
2023-03-28,Malawi,Egypt,0,4,African Nations Cup qualifier,Malawi,-11,+11,1255,1676
2023-03-28,Libya,Tunisia,0,1,African Nations Cup qualifier,Libya,-6,+6,1342,1757
2023-03-28,Liberia,South Africa,1,2,African Nations Cup qualifier,Liberia,-14,+14,1312,1542
2023-03-28,Gambia,Mali,1,0,African Nations Cup qualifier,Morocco,+31,-31,1446,1598
2023-03-28,Comoros,Ivory Coast,0,2,African Nations Cup qualifier,the Comoros,-8,+8,1236,1681
2023-03-28,Cape Verde,Eswatini,1,0,African Nations Cup qualifier,South Africa,+12,-12,1482,1301
2023-03-28,Botswana,Equatorial Guinea,2,3,African Nations Cup qualifier,Botswana,-20,+20,1328,1469
2023-03-28,Wales,Latvia,1,0,European Championship qualifier,Wales,+2,-2,1734,1348
2023-03-28,Turkey,Croatia,0,2,European Championship qualifier,Turkey,-21,+21,1702,1957
2023-03-28,Switzerland,Israel,3,0,European Championship qualifier,Switzerland,+7,-7,1891,1602
2023-03-28,Scotland,Spain,2,0,European Championship qualifier,Scotland,+42,-42,1798,1963
2023-03-28,Romania,Belarus,2,1,European Championship qualifier,Romania,+6,-6,1621,1404
2023-03-28,Kosovo,Andorra,1,1,European Championship qualifier,Kosovo,-18,+18,1501,1121
2023-03-28,Georgia,Norway,1,1,European Championship qualifier,Georgia,0,0,1652,1744
2023-03-28,US Virgin Islands,Sint Maarten,1,2,CONCACAF Nations League C,the US Virgin Islands,-16,+16,634,838
2023-03-28,Bonaire,Turks and Caicos Islands,1,2,CONCACAF Nations League C,Bonaire,-33,+33,877,783
2023-03-28,Haiti,Bermuda,3,1,CONCACAF Nations League B,the Dominican Republic,+6,-6,1547,1159
2023-03-28,Guyana,Montserrat,0,0,CONCACAF Nations League B,Barbados,-13,+13,1210,973
2023-03-28,Costa Rica,Panama,0,1,CONCACAF Nations League A,Costa Rica,-31,+31,1715,1671
2023-03-28,Canada,Honduras,4,1,CONCACAF Nations League A,Canada,+9,-9,1733,1473
2023-03-29,Rwanda,Benin,1,1,African Nations Cup qualifier,Rwanda,0,0,1285,1381
2023-03-31,Nepal,Laos,2,1,Friendly tournament,Nepal,+3,-3,928,662
2023-04-19,United States,Mexico,1,1,Friendly,the United States,-3,+3,1810,1806
2023-06-03,Eswatini,Lesotho,1,2,Friendly,Eswatini,-15,+15,1286,1236
2023-06-03,Eswatini,Lesotho,1,0,Friendly,Eswatini,+6,-6,1292,1230
2023-06-07,Mexico,Guatemala,2,0,Friendly,Mexico,+2,-2,1808,1475
2023-06-09,Luxembourg,Malta,0,1,Friendly,Luxembourg,-17,+17,1432,1271
2023-06-09,Lebanon,Vanuatu,3,1,Friendly tournament,India,+12,-12,1325,1118
2023-06-09,India,Mongolia,2,0,Friendly tournament,India,+2,-2,1239,802
2023-06-10,Panama,Nicaragua,3,2,Friendly,Panama,+1,-1,1672,1278
2023-06-10,Martinique,Guyana,2,0,Friendly,the United States,+8,-8,1400,1202
2023-06-10,Cameroon,Mexico,2,2,Friendly,the United States,+5,-5,1634,1803
2023-06-10,Kyrgyzstan,Afghanistan,1,0,Central Asian Nations Cup,Kyrgyzstan,+8,-8,1242,1086
2023-06-11,Trinidad and Tobago,Guatemala,1,0,Friendly,the United States,+13,-13,1373,1462
2023-06-11,Mauritius,Pakistan,3,0,Friendly tournament,Mauritius,+13,-13,964,851
2023-06-11,Chile,Cuba,3,0,Friendly,Chile,+2,-2,1707,1342
2023-06-11,Central African Republic,Uganda,1,1,Friendly,Cameroon,+2,-2,1340,1392
2023-06-11,Uzbekistan,Oman,3,0,Central Asian Nations Cup,Uzbekistan,+26,-26,1614,1574
2023-06-11,Tajikistan,Turkmenistan,1,1,Central Asian Nations Cup,Uzbekistan,-5,+5,1319,1247
2023-06-12,Morocco,Cape Verde,0,0,Friendly,Morocco,-9,+9,1871,1491
2023-06-12,Lebanon,Mongolia,0,0,Friendly tournament,India,-14,+14,1311,816
2023-06-12,Kuwait,Zambia,3,0,Friendly,Egypt,+24,-24,1376,1461
2023-06-12,India,Vanuatu,1,0,Friendly tournament,India,+7,-7,1246,1111
2023-06-12,Germany,Ukraine,3,3,Friendly,Germany,-6,+6,1945,1818
2023-06-13,Haiti,Saint Kitts and Nevis,3,1,Friendly,the United States,+3,-3,1550,1190
2023-06-13,Curaçao,Puerto Rico,0,0,Friendly,the United States,-6,+6,1346,1108
2023-06-13,Iran,Afghanistan,6,1,Central Asian Nations Cup,Kyrgyzstan,+1,-1,1778,1085
2023-06-14,Uruguay,Nicaragua,4,1,Friendly,Uruguay,0,0,1916,1278
2023-06-14,Togo,Lesotho,2,0,Friendly,South Africa,+11,-11,1334,1219
2023-06-14,Mozambique,Malawi,1,1,Friendly,Mozambique,-4,+4,1310,1259
2023-06-14,Mauritius,Djibouti,1,3,Friendly tournament,Mauritius,-34,+34,930,898
2023-06-14,Malaysia,Solomon Islands,4,1,Friendly,Malaysia,+13,-13,1266,1243
2023-06-14,Kenya,Pakistan,1,0,Friendly tournament,Mauritius,+1,-1,1375,850
2023-06-14,Indonesia,Palestine,0,0,Friendly,Indonesia,+2,-2,1283,1443
2023-06-14,Democratic Republic of Congo,Uganda,1,0,Friendly,Cameroon,+8,-8,1483,1384
2023-06-14,Uzbekistan,Turkmenistan,2,0,Central Asian Nations Cup,Uzbekistan,+4,-4,1618,1243
2023-06-14,Oman,Tajikistan,1,1,Central Asian Nations Cup,Uzbekistan,-13,+13,1561,1332
2023-06-14,Guinea-Bissau,São Tomé and Príncipe,1,0,African Nations Cup qualifier,Guinea-Bissau,+3,-3,1405,1069
2023-06-14,Gambia,South Sudan,3,2,African Nations Cup qualifier,Egypt,+5,-5,1451,1120
2023-06-14,Egypt,Guinea,2,1,African Nations Cup qualifier,Morocco,+8,-8,1684,1421
2023-06-14,Netherlands,Croatia,2,4,European Nations League,the Netherlands,-56,+56,1992,2013
2023-06-15,Vietnam,Hong Kong,1,0,Friendly,Vietnam,+2,-2,1392,1127
2023-06-15,Venezuela,Honduras,1,0,Friendly,the United States,+4,-4,1696,1469
2023-06-15,Vanuatu,Mongolia,1,0,Friendly tournament,India,+5,-5,1116,811
2023-06-15,Qatar,Jamaica,2,1,Friendly,Austria,+10,-10,1556,1539
2023-06-15,Philippines,Nepal,1,0,Friendly,the Philippines,+5,-5,1047,923
2023-06-15,Kuwait,Sudan,2,1,Friendly,Egypt,+9,-9,1385,1315
2023-06-15,Japan,El Salvador,6,0,Friendly,Japan,+3,-3,1841,1468
2023-06-15,India,Lebanon,0,0,Friendly tournament,India,-2,+2,1244,1313
2023-06-15,Guatemala,Costa Rica,1,0,Friendly,the United States,+16,-16,1478,1699
2023-06-15,Cambodia,Bangladesh,0,1,Friendly,Cambodia,-14,+14,863,862
2023-06-15,Argentina,Australia,2,0,Friendly,China,+3,-3,2147,1771
