Date,TeamA,TeamB,ScoreA,ScoreB,Tournament,Location,RatingChangeA,RatingChangeB,NewRatingA,NewRatingB
2020-11-11,Belgium,Switzerland,2,1,Friendly,Belgium,+3,-3,2087,1868
2020-11-11,Albania,Kosovo,2,1,Friendly,Albania,+7,-7,1532,1496
2020-11-12,England,Ireland,3,0,Friendly,England,+4,-4,1969,1680
2020-11-12,Serbia,Scotland,1,1,European Championship qualifier,Serbia,-9,+9,1754,1696
2020-11-12,Northern Ireland,Slovakia,1,2,European Championship qualifier,Northern Ireland,-24,+24,1594,1665
2020-11-12,Hungary,Iceland,2,1,European Championship qualifier,Hungary,+12,-12,1722,1642
2020-11-12,Georgia,North Macedonia,0,1,European Championship qualifier,Georgia,-26,+26,1549,1588
2020-11-14,Switzerland,Spain,1,1,European Nations League A,Switzerland,+3,-3,1871,2025
2020-11-14,Sweden,Croatia,2,1,European Nations League A,Sweden,+19,-19,1828,1877
2020-11-14,Portugal,France,0,1,European Nations League A,Portugal,-25,+25,2021,2085
2020-11-14,Germany,Ukraine,3,1,European Nations League A,Germany,+13,-13,1982,1833
2020-11-15,Slovenia,Kosovo,2,1,European Nations League C,Slovenia,+9,-9,1621,1487
2020-11-15,Georgia,Armenia,1,2,European Nations League C,Georgia,-30,+30,1519,1498
2020-11-15,Albania,Kazakhstan,3,1,European Nations League C,Albania,+11,-11,1543,1360
2020-11-15,Slovakia,Scotland,1,0,European Nations League B,Slovakia,+16,-16,1681,1680
2020-11-15,Hungary,Serbia,1,1,European Nations League B,Hungary,-4,+4,1718,1758
2020-11-15,Czechia,Israel,1,0,European Nations League B,Czechia,+7,-7,1744,1572
2020-11-15,Austria,Northern Ireland,2,1,European Nations League B,Austria,+6,-6,1794,1588
2020-11-15,Netherlands,Bosnia and Herzegovina,3,1,European Nations League A,the Netherlands,+5,-5,1978,1646
2020-11-15,Italy,Poland,2,0,European Nations League A,Italy,+13,-13,1986,1830
2020-11-15,Denmark,Iceland,2,1,European Nations League A,Denmark,+4,-4,1938,1638
2020-11-15,Belgium,England,2,0,European Nations League A,Belgium,+13,-13,2100,1956
2020-11-17,Spain,Germany,6,0,European Nations League A,Spain,+26,-26,2051,1956
2020-11-17,France,Sweden,4,2,European Nations League A,France,+7,-7,2092,1821
2020-11-17,Croatia,Portugal,2,3,European Nations League A,Croatia,-17,+17,1860,2038
2020-11-18,Greece,Slovenia,0,0,European Nations League C,Greece,-6,+6,1627,1627
2020-11-18,Georgia,Estonia,0,0,European Nations League C,Georgia,-12,+12,1507,1383
2020-11-18,Albania,Belarus,3,2,European Nations League C,Albania,+13,-13,1556,1497
2020-11-18,Serbia,Russia,5,0,European Nations League B,Serbia,+30,-30,1788,1743
2020-11-18,Northern Ireland,Romania,1,1,European Nations League B,Northern Ireland,-1,+1,1587,1666
2020-11-18,Israel,Scotland,1,0,European Nations League B,Israel,+20,-20,1592,1660
2020-11-18,Hungary,Turkey,2,0,European Nations League B,Hungary,+27,-27,1745,1753
2020-11-18,Czechia,Slovakia,2,0,European Nations League B,Czechia,+17,-17,1761,1664
2020-11-18,Austria,Norway,1,1,European Nations League B,Austria,-8,+8,1786,1762
2020-11-18,Poland,Netherlands,1,2,European Nations League A,Poland,-17,+17,1813,1995
2020-11-18,England,Iceland,4,0,European Nations League A,England,+6,-6,1962,1632
2020-11-18,Bosnia and Herzegovina,Italy,0,2,European Nations League A,Bosnia and Herzegovina,-12,+12,1634,1998
2020-11-18,Belgium,Denmark,4,2,European Nations League A,Belgium,+11,-11,2111,1927
